ticker,fs_method,top_k,n_past,activation,MAE,RMSE,MAPE,n_features,features
AVGO,rf,5,60,relu,0.022024391871512648,0.032524110362963925,289.28304720858347,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1']"
AVGO,rf,5,60,selu,0.02137038241667919,0.03345578624668231,158.0946433140985,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1']"
AVGO,rf,10,10,tanh,0.023692236823608697,0.0332750097322345,418.12282117238925,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1', '%D', 'commodity_index', 'RSI_14', 'default_spread', 'crude_oil']"
AVGO,rf,10,10,relu,0.02429825664586883,0.0350854595184284,292.37587480302125,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1', '%D', 'commodity_index', 'RSI_14', 'default_spread', 'crude_oil']"
AVGO,rf,10,10,selu,0.030273422053362246,0.03841478065823849,644.6538710972113,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1', '%D', 'commodity_index', 'RSI_14', 'default_spread', 'crude_oil']"
AVGO,rf,10,20,tanh,0.02379834223676496,0.033806915301917484,394.38671817548,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1', '%D', 'commodity_index', 'RSI_14', 'default_spread', 'crude_oil']"
AVGO,rf,10,20,relu,0.022103118172757185,0.032842635583288975,322.10888134204987,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1', '%D', 'commodity_index', 'RSI_14', 'default_spread', 'crude_oil']"
AVGO,rf,10,20,selu,0.024815160538550752,0.034456693655245355,441.5699089877985,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1', '%D', 'commodity_index', 'RSI_14', 'default_spread', 'crude_oil']"
AVGO,rf,10,40,tanh,0.022380144318680496,0.0333663347356682,271.82458915949366,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1', '%D', 'commodity_index', 'RSI_14', 'default_spread', 'crude_oil']"
AVGO,rf,10,40,relu,0.022950944611398773,0.03366374475417171,330.36949494955667,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1', '%D', 'commodity_index', 'RSI_14', 'default_spread', 'crude_oil']"
AVGO,rf,10,40,selu,0.021020547045966783,0.03199170936271282,264.5915647972744,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1', '%D', 'commodity_index', 'RSI_14', 'default_spread', 'crude_oil']"
AVGO,rf,10,60,tanh,0.021574231919926155,0.0329338859566768,246.19072832207442,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1', '%D', 'commodity_index', 'RSI_14', 'default_spread', 'crude_oil']"
AVGO,rf,10,60,relu,0.024053899747922793,0.03461313801243778,338.41424392638294,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1', '%D', 'commodity_index', 'RSI_14', 'default_spread', 'crude_oil']"
AVGO,rf,10,60,selu,0.02334287402904557,0.03380049281103734,246.66083494793537,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', '%K_14', 'HL_PCT', 'Return_lag1', '%D', 'commodity_index', 'RSI_14', 'default_spread', 'crude_oil']"
AVGO,mi,3,10,tanh,0.023104912939691708,0.03384175532588418,299.6324072212802,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT']"
AVGO,mi,3,10,relu,0.021430270813445118,0.032907846900229576,211.27321728441964,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT']"
AVGO,mi,3,10,selu,0.021371021360415684,0.03510808714486667,214.64978217791653,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT']"
AVGO,mi,3,20,tanh,0.02317259652019408,0.03568951966193634,446.054952962517,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT']"
AVGO,mi,3,20,relu,0.02178338494068992,0.03319977183135229,222.85885653847174,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT']"
AVGO,mi,3,20,selu,0.020969259588325084,0.033215294600783214,187.81578729239718,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT']"
AVGO,mi,3,40,tanh,0.02154152159036161,0.032796266506759604,190.21086913915107,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT']"
AVGO,mi,3,40,relu,0.021305157587023053,0.032858912521053184,157.03766549974628,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT']"
AVGO,mi,3,40,selu,0.02082039351198653,0.032791050038282914,231.4405504354434,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT']"
AVGO,mi,3,60,tanh,0.022982724346134794,0.034296262649903646,262.5652665048787,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT']"
AVGO,mi,3,60,relu,0.025618466426464554,0.0363697404909061,436.47223873782985,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT']"
AVGO,mi,3,60,selu,0.02168530031187303,0.03248994272382375,227.73630746206442,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT']"
AVGO,mi,5,10,tanh,0.02098244854816103,0.03316718517801546,194.1889807589897,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume']"
AVGO,mi,5,10,relu,0.0234205290222387,0.0336201540563985,386.1404325788727,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume']"
AVGO,mi,5,10,selu,0.023279033751015678,0.0336060679636568,285.5418012416167,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume']"
AVGO,mi,5,20,tanh,0.021413178423820216,0.03222551922071335,255.3605556719899,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume']"
AVGO,mi,5,20,relu,0.023278732572914764,0.03532837601939163,539.507077344214,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume']"
AVGO,mi,5,20,selu,0.020597156123471745,0.03259056629526005,141.9037484360451,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume']"
AVGO,mi,5,40,tanh,0.02101090829078774,0.032145718344556054,230.71743462227508,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume']"
AVGO,mi,5,40,relu,0.025475677183720683,0.03549643937167619,401.2764487187057,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume']"
AVGO,mi,5,40,selu,0.02116652390708248,0.03323785037255749,226.7915169526902,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume']"
AVGO,mi,5,60,tanh,0.023328850636303817,0.03316044092969867,323.97271442404224,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume']"
AVGO,mi,5,60,relu,0.022931071265028302,0.03408827787763289,215.56315833130802,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume']"
AVGO,mi,5,60,selu,0.021802182226240908,0.03236767881149077,279.65355632711726,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume']"
AVGO,mi,10,10,tanh,0.020506870885058225,0.03272588006035832,288.93799079320905,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume', 'RSI_14', '3m', '30y', 'MACD(12,26,9)', 'crude_oil']"
AVGO,mi,10,10,relu,0.025635828077268448,0.03518980080620661,498.80355874434565,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume', 'RSI_14', '3m', '30y', 'MACD(12,26,9)', 'crude_oil']"
AVGO,mi,10,10,selu,0.025716917809965628,0.034903925071453075,572.8595800790008,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume', 'RSI_14', '3m', '30y', 'MACD(12,26,9)', 'crude_oil']"
AVGO,mi,10,20,tanh,0.021552236420077586,0.0329687637582309,234.73363285087,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume', 'RSI_14', '3m', '30y', 'MACD(12,26,9)', 'crude_oil']"
AVGO,mi,10,20,relu,0.02484084101279901,0.03456876028492911,414.64196632298683,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume', 'RSI_14', '3m', '30y', 'MACD(12,26,9)', 'crude_oil']"
AVGO,mi,10,20,selu,0.020969361419181987,0.03215464660549477,202.80748808799962,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume', 'RSI_14', '3m', '30y', 'MACD(12,26,9)', 'crude_oil']"
AVGO,mi,10,40,tanh,0.02291706657197229,0.03330569651544091,346.8149940638211,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume', 'RSI_14', '3m', '30y', 'MACD(12,26,9)', 'crude_oil']"
AVGO,mi,10,40,relu,0.023638398796242178,0.03508600589313831,267.3635267650376,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume', 'RSI_14', '3m', '30y', 'MACD(12,26,9)', 'crude_oil']"
AVGO,mi,10,40,selu,0.021264009750533205,0.03300373194981863,188.04976374363386,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume', 'RSI_14', '3m', '30y', 'MACD(12,26,9)', 'crude_oil']"
AVGO,mi,10,60,tanh,0.023678280048014,0.0342128741003956,397.93941433867184,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume', 'RSI_14', '3m', '30y', 'MACD(12,26,9)', 'crude_oil']"
AVGO,mi,10,60,relu,0.022427064394097553,0.03484602379074576,168.72054254010584,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume', 'RSI_14', '3m', '30y', 'MACD(12,26,9)', 'crude_oil']"
AVGO,mi,10,60,selu,0.0201079511535742,0.032375864872517715,148.16661236022256,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', 'HL_PCT', '%K_14', 'Volume', 'RSI_14', '3m', '30y', 'MACD(12,26,9)', 'crude_oil']"
META,manual,3,10,tanh,0.011009674505932675,0.01396589247428842,160.2909999672488,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
META,manual,3,10,relu,0.010811486689837072,0.013764058536253012,147.70625041311732,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
META,manual,3,10,selu,0.01095625473866567,0.013815495402037959,123.47427122023514,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
META,manual,3,20,tanh,0.013157055732567022,0.016572482988633033,347.37485496749036,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
META,manual,3,20,relu,0.010602760246819089,0.013294737381347685,99.07187478466322,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
META,manual,3,20,selu,0.010783513790638922,0.013501929115703843,105.4749208034799,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
META,manual,3,40,tanh,0.010649046863606728,0.013359809908524867,123.26522971532079,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
META,manual,3,40,relu,0.010493526573812728,0.013202254356684269,97.69383141977006,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
META,manual,3,40,selu,0.010738376146008418,0.013601866060261907,155.50674397767193,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
META,manual,3,60,tanh,0.010732881911452496,0.013204063830677218,161.08883299573992,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
META,manual,3,60,relu,0.010703583560705512,0.013353826029517868,133.59186569431222,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
META,manual,3,60,selu,0.010914084018333667,0.013555163648212966,126.56462808084905,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
META,corr,3,10,tanh,0.010596509183881143,0.013489844545180091,143.30415012013296,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
META,corr,3,10,relu,0.010252574739363486,0.013074821697559823,119.74531030255488,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
META,corr,3,10,selu,0.011518654209067673,0.014206180251403105,158.21949629439928,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
META,corr,3,20,tanh,0.010871006474681357,0.014309354565458779,210.56666200792614,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
META,corr,3,20,relu,0.011976758241660534,0.015432775422525283,256.70822173021133,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
META,corr,3,20,selu,0.010488688858345675,0.013404826514042371,104.14322582218325,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
META,corr,3,40,tanh,0.011702845358123019,0.014891288178891729,191.5975236946931,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
META,corr,3,40,relu,0.010999978620515494,0.014624339206583452,189.56610793650165,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
META,corr,3,40,selu,0.011596069583860438,0.014351190367496627,128.1856487517522,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
META,corr,3,60,tanh,0.011030029306218506,0.014355600833443222,197.47300893666008,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
META,corr,3,60,relu,0.013583912120731243,0.01647015333868337,301.976027989493,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
META,corr,3,60,selu,0.010581380602974491,0.013638672371020712,142.73492404857294,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
META,corr,5,10,tanh,0.011016690410278623,0.01395408482742724,156.31655024870295,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
META,corr,5,10,relu,0.011659141000968052,0.015294135058389958,299.63862003047905,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
META,corr,5,10,selu,0.0103636447016951,0.013194135987531386,190.50580249870913,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
META,corr,5,20,tanh,0.010398274060339458,0.01390337195991886,206.97559033295775,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
META,corr,5,20,relu,0.011036782407887157,0.01438188587175888,185.82405647749448,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
META,corr,5,20,selu,0.014124386897582207,0.017906883633058476,446.3334750579751,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
META,corr,5,40,tanh,0.010726110485614998,0.013441137666204965,128.02595652158692,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
META,corr,5,40,relu,0.010687702253461278,0.013532452559479907,125.22540646844342,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
META,corr,5,40,selu,0.016923742764109316,0.021211624139093277,579.2949625428721,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
META,corr,5,60,tanh,0.01060957383491779,0.013799309239850396,189.16998664392594,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
META,corr,5,60,relu,0.009801348552909074,0.012932841817099137,195.49231764715162,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
META,corr,5,60,selu,0.011024645701029755,0.01383346745878932,143.50633525533746,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
META,corr,10,10,tanh,0.011343366692516255,0.015044022220412028,269.7784244869325,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', 'SMA(10,50)', '%D', 'DGS10', '5y']"
META,corr,10,10,relu,0.011522616303278041,0.014434250703880639,147.5079354317019,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', 'SMA(10,50)', '%D', 'DGS10', '5y']"
META,corr,10,10,selu,0.011213332364597014,0.014740517250807154,255.81323093234315,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', 'SMA(10,50)', '%D', 'DGS10', '5y']"
META,corr,10,20,tanh,0.010713939586043187,0.013545978962768367,140.88310845256612,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', 'SMA(10,50)', '%D', 'DGS10', '5y']"
META,corr,10,20,relu,0.014691815206399676,0.01785213053027148,426.04863378806516,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', 'SMA(10,50)', '%D', 'DGS10', '5y']"
META,corr,10,20,selu,0.010877071658433365,0.013726311467082551,155.79734371965407,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', 'SMA(10,50)', '%D', 'DGS10', '5y']"
META,corr,10,40,tanh,0.014861354908180899,0.020157422034281537,488.91054347299485,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', 'SMA(10,50)', '%D', 'DGS10', '5y']"
META,corr,10,40,relu,0.012328311411844475,0.015915876621302658,291.2211211644836,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', 'SMA(10,50)', '%D', 'DGS10', '5y']"
META,corr,10,40,selu,0.01096432487304635,0.013952895889781733,149.20656999753646,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', 'SMA(10,50)', '%D', 'DGS10', '5y']"
META,corr,10,60,tanh,0.01121565343990776,0.014189977774051565,187.33171492821182,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', 'SMA(10,50)', '%D', 'DGS10', '5y']"
META,corr,10,60,relu,0.013591444823364565,0.018053287464504932,299.9804747507019,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', 'SMA(10,50)', '%D', 'DGS10', '5y']"
META,corr,10,60,selu,0.012498976068947792,0.015898416655593717,282.7376066324816,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', 'SMA(10,50)', '%D', 'DGS10', '5y']"
META,rf,3,10,tanh,0.01083381777812004,0.013698625618464164,155.79323355443566,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
META,rf,3,10,relu,0.010654049653140008,0.01336872886589744,154.00712638855003,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
META,rf,3,10,selu,0.010975629946829511,0.013803309223849427,115.26502724118983,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
META,rf,3,20,tanh,0.010726323901591455,0.013543530452463773,146.10847948922142,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
META,rf,3,20,relu,0.011760366069735453,0.015358016359341621,207.0351041503548,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
META,rf,3,20,selu,0.010456759108562008,0.013116804575897392,109.49113521439213,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
META,rf,3,40,tanh,0.010916611261312043,0.013727274326427195,150.57594831125974,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
META,rf,3,40,relu,0.01058473621646141,0.01325516102955534,104.682611176687,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
META,rf,3,40,selu,0.010769363043822349,0.013564546741450799,136.07666566958378,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
META,rf,3,60,tanh,0.010503807733127308,0.013089041451452172,115.22075577180757,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
META,rf,3,60,relu,0.014712865762344074,0.017361186370872247,472.9574829741492,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
META,rf,3,60,selu,0.010884892831745657,0.013509882780590763,158.0420903109276,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
META,rf,5,10,tanh,0.01198814873869998,0.01482804097148368,250.18558956791676,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14']"
META,rf,5,10,relu,0.010953910252675886,0.015100427650875822,279.8010390051549,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14']"
META,rf,5,10,selu,0.012382037870657153,0.01583912591409953,276.3984252997884,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14']"
META,rf,5,20,tanh,0.01119180513976994,0.014289368757654772,224.81506756907555,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14']"
META,rf,5,20,relu,0.017243392558062585,0.020363644661603935,520.0773342686874,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14']"
META,rf,5,20,selu,0.011369759414456814,0.014551451176463169,220.05946443947985,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14']"
META,rf,5,40,tanh,0.01159782383190887,0.014678169486601375,211.11244924535572,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14']"
META,rf,5,40,relu,0.023848943363870376,0.028081699065268577,770.9671373938654,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14']"
META,rf,5,40,selu,0.010556023896648692,0.012837182200581039,185.65848360201406,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14']"
META,rf,5,60,tanh,0.010987181554344446,0.014220324539642339,216.48156538779548,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14']"
META,rf,5,60,relu,0.010736625827535411,0.013252150329349793,163.53101575298533,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14']"
META,rf,5,60,selu,0.010366711483845978,0.013105327713911015,109.60330799730346,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14']"
META,rf,10,10,tanh,0.01035528194606375,0.013634006050667844,163.8903508714827,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14', 'Close_lag1', '%D', 'Return_lag1', 'commodity_index', 'SMA(10,50)']"
META,rf,10,10,relu,0.010850689336879259,0.01463738359477949,140.3460895703629,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14', 'Close_lag1', '%D', 'Return_lag1', 'commodity_index', 'SMA(10,50)']"
META,rf,10,10,selu,0.011839637330595214,0.015140963722090481,275.28558979995194,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14', 'Close_lag1', '%D', 'Return_lag1', 'commodity_index', 'SMA(10,50)']"
META,rf,10,20,tanh,0.01213480159508319,0.014649329702324427,217.2111106276938,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14', 'Close_lag1', '%D', 'Return_lag1', 'commodity_index', 'SMA(10,50)']"
META,rf,10,20,relu,0.011624301729035497,0.015628123353392673,263.71617908201205,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14', 'Close_lag1', '%D', 'Return_lag1', 'commodity_index', 'SMA(10,50)']"
META,rf,10,20,selu,0.010479828309446767,0.013988828989178106,163.3180160672587,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14', 'Close_lag1', '%D', 'Return_lag1', 'commodity_index', 'SMA(10,50)']"
META,rf,10,40,tanh,0.011504058402474523,0.014013922476833297,152.49636680568528,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14', 'Close_lag1', '%D', 'Return_lag1', 'commodity_index', 'SMA(10,50)']"
META,rf,10,40,relu,0.01213380906665343,0.01515752118637667,224.62801880606648,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14', 'Close_lag1', '%D', 'Return_lag1', 'commodity_index', 'SMA(10,50)']"
META,rf,10,40,selu,0.011787080840738434,0.014932216654613799,285.7735421257359,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14', 'Close_lag1', '%D', 'Return_lag1', 'commodity_index', 'SMA(10,50)']"
META,rf,10,60,tanh,0.010428007269341497,0.013195880578150444,138.99849641109688,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', '%K_14', 'RSI_14', 'Close_lag1', '%D', 'Return_lag1', 'commodity_index', 'SMA(10,50)']"
